date,State budget balance,Revenues
2024-12-11,20744985.0,7621830.0
2024-12-12,19135332.0,7251088.0
2024-12-13,18129926.0,7692907.0
2024-12-14,14842091.0,7011555.0
2024-12-15,14358504.0,6452436.0
2024-12-16,17108767.0,6541140.0
2024-12-17,18786602.0,6202501.0
2024-12-18,19160815.0,5591969.0
2024-12-19,16983021.0,5684972.0
2024-12-20,14012913.0,5453500.0
2024-12-21,12090007.0,4781946.0
2024-12-22,12455820.0,5266267.0
2024-12-23,15345845.0,5213081.0
2024-12-24,17608551.0,5196891.0
2024-12-25,17944724.0,4905828.0
2024-12-26,17035421.0,5430798.0
2024-12-27,14497449.0,5695577.0
2024-12-28,13288819.0,5940381.0
2024-12-29,14533069.0,5784854.0
2024-12-30,17224034.0,6571683.0
2024-12-31,19147239.0,6248484.0
2025-01-01,19750255.0,6676450.0
2025-01-02,19479249.0,7383042.0
2025-01-03,16449315.0,6981778.0
2025-01-04,14475508.0,7223162.0
2025-01-05,15289106.0,7859783.0
2025-01-06,18814772.0,7514973.0
2025-01-07,20137193.0,7598490.0
2025-01-08,20776592.0,7764629.0
2025-01-09,19202337.0,7975706.0
2025-01-10,17384687.0,6879827.0
2025-01-11,14433247.0,7166105.0
2025-01-12,14143952.0,6934257.0
2025-01-13,17211106.0,6702189.0
2025-01-14,18863597.0,6542270.0
2025-01-15,18248994.0,6303310.0
2025-01-16,16903740.0,6408096.0
2025-01-17,14882220.0,5803059.0
2025-01-18,11251654.0,5893640.0
2025-01-19,12061231.0,5785893.0
2025-01-20,14154975.0,5279972.0
2025-01-21,16822183.0,5428574.0
2025-01-22,17535026.0,5822698.0
2025-01-23,15882622.0,5399414.0
2025-01-24,13052546.0,5136189.0
2025-01-25,11126236.0,5393201.0
2025-01-26,11548249.0,5258810.0
2025-01-27,14762174.0,5790958.0
2025-01-28,17520216.0,6173677.0
2025-01-29,16951432.0,5883679.0
2025-01-30,17184582.0,6312432.0
2025-01-31,14926875.0,6964574.0
2025-02-01,13343136.0,6592917.0
2025-02-02,13613158.0,7038175.0
2025-02-03,16712978.0,6881466.0
2025-02-04,19403707.0,7129627.0
2025-02-05,20356999.0,7371739.0
2025-02-06,18810145.0,8286283.0
2025-02-07,16794931.0,7567352.0
2025-02-08,14103510.0,7537433.0
2025-02-09,13929717.0,7483222.0
2025-02-10,18109410.0,7509534.0
2025-02-11,19775481.0,7618236.0
2025-02-12,19850914.0,7301579.0
2025-02-13,18337174.0,7653857.0
2025-02-14,16491141.0,6869744.0
2025-02-15,12981958.0,6995996.0
2025-02-16,13205878.0,6398345.0
2025-02-17,15857961.0,6258372.0
2025-02-18,18161074.0,5422885.0
2025-02-19,17253994.0,5624349.0
2025-02-20,17018672.0,5483703.0
2025-02-21,14238720.0,5315524.0
2025-02-22,11766601.0,4673579.0
2025-02-23,13080600.0,5564585.0
2025-02-24,15223707.0,5215938.0
2025-02-25,16810911.0,5281736.0
2025-02-26,17726170.0,5463641.0
2025-02-27,17257519.0,5639394.0
2025-02-28,15728381.0,6031072.0
2025-03-01,13593020.0,6364153.0
2025-03-02,14446516.0,6701232.0
2025-03-03,17925034.0,7282495.0
2025-03-04,19475147.0,7424337.0
2025-03-05,20571271.0,7415781.0
2025-03-06,19261734.0,7461213.0
2025-03-07,16899564.0,7439740.0
2025-03-08,14288174.0,7678914.0
2025-03-09,14910210.0,8006400.0
2025-03-10,17574953.0,7241799.0
2025-03-11,18713850.0,7878452.0
2025-03-12,19055898.0,7497926.0
2025-03-13,18127917.0,6900623.0
2025-03-14,15359179.0,7040528.0
2025-03-15,12738710.0,6122003.0
2025-03-16,12869715.0,5795859.0
2025-03-17,15052472.0,5689763.0
2025-03-18,17212825.0,5733041.0
2025-03-19,16023990.0,5564844.0
2025-03-20,15098260.0,5349845.0
2025-03-21,12391675.0,5418238.0
2025-03-22,10922344.0,4678896.0
2025-03-23,11611330.0,5449003.0
2025-03-24,12767813.0,4906293.0
2025-03-25,15351290.0,5214902.0
2025-03-26,16725888.0,5416338.0
2025-03-27,15733073.0,5360954.0
2025-03-28,13696154.0,5497642.0
2025-03-29,11199854.0,5833238.0
2025-03-30,12381219.0,6373038.0
2025-03-31,15803629.0,6800380.0
2025-04-01,17547208.0,6914733.0
2025-04-02,18814076.0,6682197.0
2025-04-03,16543382.0,6957832.0
2025-04-04,16037321.0,7104481.0
2025-04-05,12758390.0,7663721.0
2025-04-06,14164733.0,7022161.0
2025-04-07,16376829.0,8061569.0
2025-04-08,17445478.0,7550980.0
2025-04-09,18325940.0,7417122.0
2025-04-10,16522999.0,7661051.0
2025-04-11,14240614.0,7731242.0
2025-04-12,11094876.0,7347506.0
2025-04-13,11788731.0,7352336.0
2025-04-14,14835253.0,6845913.0
2025-04-15,16607914.0,6930666.0
2025-04-16,16185221.0,6688879.0
2025-04-17,15055523.0,6046854.0
2025-04-18,12184473.0,6287726.0
2025-04-19,9574524.0,5711887.0
2025-04-20,10189330.0,5530456.0
2025-04-21,13244447.0,5111969.0
2025-04-22,14220608.0,5232808.0
2025-04-23,14781203.0,5533673.0
2025-04-24,13458063.0,4938289.0
2025-04-25,11781669.0,5608044.0
2025-04-26,8927918.0,5644778.0
2025-04-27,10488553.0,5791086.0
2025-04-28,13122672.0,5246995.0
2025-04-29,15514588.0,6104089.0
2025-04-30,16036302.0,6571093.0
2025-05-01,16057657.0,6516576.0
2025-05-02,14268220.0,7007637.0
2025-05-03,11949806.0,6481883.0
2025-05-04,13850569.0,7582080.0
2025-05-05,15888535.0,7330048.0
2025-05-06,18594559.0,7894794.0
2025-05-07,18765190.0,7137231.0
2025-05-08,16759893.0,7904101.0
2025-05-09,14564629.0,7581098.0
2025-05-10,12351809.0,7801496.0
2025-05-11,12411364.0,7143744.0
2025-05-12,15307497.0,7059194.0
2025-05-13,16774023.0,7709248.0
2025-05-14,16205182.0,6556620.0
2025-05-15,15497935.0,6349966.0
2025-05-16,12060079.0,6232357.0
2025-05-17,10406787.0,5769930.0
2025-05-18,9754393.0,6213102.0
2025-05-19,12696388.0,6179971.0
2025-05-20,14713208.0,5293156.0
2025-05-21,15370760.0,4870602.0
2025-05-22,13308719.0,5671036.0
2025-05-23,11072666.0,5632915.0
2025-05-24,9063307.0,5578581.0
2025-05-25,9168981.0,5760111.0
2025-05-26,12787049.0,5279935.0
2025-05-27,16074550.0,5657269.0
2025-05-28,15890200.0,5493709.0
2025-05-29,15788380.0,5709613.0
2025-05-30,13148345.0,6670945.0
2025-05-31,11779132.0,6421811.0
2025-06-01,12045595.0,7429334.0
2025-06-02,15748011.0,7002799.0
2025-06-03,18310484.0,7003178.0
2025-06-04,19597117.0,7620028.0
2025-06-05,17762704.0,8069156.0
2025-06-06,15627872.0,7779226.0
2025-06-07,12809711.0,7324924.0
2025-06-08,14122977.0,7807722.0
2025-06-09,16596969.0,8064859.0
2025-06-10,18782694.0,7411242.0
2025-06-11,18610052.0,7189364.0
2025-06-12,17867046.0,7549666.0
2025-06-13,13541497.0,7078503.0
2025-06-14,11517809.0,6474843.0
2025-06-15,12008927.0,6447851.0
2025-06-16,14202713.0,6088633.0
2025-06-17,15399196.0,6165578.0
2025-06-18,15860687.0,5888870.0
2025-06-19,14014523.0,6007601.0
2025-06-20,12319084.0,5717287.0
2025-06-21,10695039.0,4919351.0
2025-06-22,10502703.0,5441540.0
2025-06-23,12435889.0,5569478.0
2025-06-24,14306884.0,5468847.0
2025-06-25,15176550.0,5722175.0
2025-06-26,15025195.0,5375320.0
2025-06-27,12331036.0,5422568.0
2025-06-28,10260822.0,6187963.0
2025-06-29,11604985.0,5815423.0
2025-06-30,14985720.0,5728754.0
2025-07-01,16658561.0,7053052.0
2025-07-02,16962730.0,6763289.0
2025-07-03,15996720.0,7103485.0
2025-07-04,14430081.0,6961269.0
2025-07-05,11737572.0,7131119.0
2025-07-06,13942972.0,7286410.0
2025-07-07,16424947.0,7581872.0
2025-07-08,18899512.0,7807421.0
2025-07-09,20233106.0,6962836.0
2025-07-10,18450777.0,7784867.0
2025-07-11,15020759.0,7066857.0
2025-07-12,13049821.0,6924838.0
2025-07-13,13337471.0,7239869.0
2025-07-14,15347272.0,6783215.0
2025-07-15,16918334.0,6100844.0
2025-07-16,17240988.0,6868709.0
2025-07-17,14776392.0,5818511.0
2025-07-18,13664454.0,5930159.0
2025-07-19,9278221.0,5722434.0
2025-07-20,10056033.0,5927786.0
2025-07-21,13269536.0,5251711.0
2025-07-22,15109072.0,5621869.0
2025-07-23,15673078.0,5077831.0
2025-07-24,14463067.0,5668721.0
2025-07-25,12316815.0,5184262.0
2025-07-26,10703151.0,5431530.0
2025-07-27,10024265.0,6276607.0
2025-07-28,14564333.0,6004034.0
2025-07-29,16553135.0,6167990.0
2025-07-30,17769019.0,7049230.0
2025-07-31,16610600.0,6731792.0
2025-08-01,14263483.0,6500621.0
2025-08-02,12028027.0,7200933.0
2025-08-03,13233245.0,6840801.0
2025-08-04,16424830.0,7719157.0
2025-08-05,18173209.0,7890571.0
2025-08-06,19993627.0,7461499.0
2025-08-07,18627718.0,7501697.0
2025-08-08,14797953.0,7749372.0
2025-08-09,13018403.0,7656426.0
2025-08-10,14437521.0,7265908.0
2025-08-11,16792223.0,7591883.0
2025-08-12,18184963.0,6632169.0
2025-08-13,18018273.0,6906655.0
2025-08-14,16036207.0,6684423.0
2025-08-15,13726749.0,6479795.0
2025-08-16,10778095.0,6407498.0
2025-08-17,11282369.0,5708291.0
2025-08-18,13431904.0,6032519.0
2025-08-19,14814559.0,5608421.0
2025-08-20,14876354.0,5309323.0
2025-08-21,14092564.0,4978363.0
2025-08-22,11699990.0,4964510.0
2025-08-23,9518086.0,5408495.0
2025-08-24,10661523.0,5042928.0
2025-08-25,13434248.0,5432417.0
2025-08-26,15501448.0,5858788.0
2025-08-27,16095167.0,6017610.0
2025-08-28,14756782.0,6377061.0
2025-08-29,12698375.0,6046174.0
2025-08-30,10708073.0,6051070.0
2025-08-31,11991178.0,6929543.0
2025-09-01,14355807.0,6838344.0
2025-09-02,17836332.0,7317730.0
2025-09-03,17756614.0,7198622.0
2025-09-04,16258432.0,7739356.0
2025-09-05,14542816.0,7782694.0
2025-09-06,12279429.0,7848313.0
2025-09-07,13144288.0,7841124.0
2025-09-08,15899760.0,7815731.0
2025-09-09,18580446.0,7722091.0
2025-09-10,17844591.0,7626986.0
2025-09-11,15519629.0,7718515.0
2025-09-12,13994460.0,7091137.0
2025-09-13,10782954.0,7557218.0
2025-09-14,11482068.0,6773733.0
2025-09-15,14802913.0,6857389.0
2025-09-16,16220199.0,6288259.0
2025-09-17,15647208.0,6002698.0
2025-09-18,14215111.0,6465637.0
2025-09-19,12938309.0,5569664.0
2025-09-20,9465396.0,5121223.0
2025-09-21,10019295.0,5174187.0
2025-09-22,13337539.0,5224274.0
2025-09-23,16067879.0,5946955.0
2025-09-24,15954995.0,5394110.0
2025-09-25,14283594.0,5693571.0
2025-09-26,12220962.0,5239713.0
2025-09-27,10130711.0,5813600.0
2025-09-28,10499830.0,6110386.0
2025-09-29,13414417.0,6675550.0
2025-09-30,16324724.0,6167734.0
2025-10-01,16945537.0,6926509.0
2025-10-02,16231210.0,7071320.0
2025-10-03,14461366.0,6888791.0
2025-10-04,13277657.0,7374826.0
2025-10-05,12518899.0,7449735.0
2025-10-06,15894593.0,6935777.0
2025-10-07,17704511.0,7869668.0
2025-10-08,18399466.0,7858494.0
2025-10-09,17144532.0,7520499.0
2025-10-10,14024374.0,7157646.0
2025-10-11,11262632.0,7865421.0
2025-10-12,11233524.0,7324531.0
2025-10-13,13974420.0,7341523.0
2025-10-14,16163206.0,7228702.0
2025-10-15,15936041.0,6405502.0
2025-10-16,13634041.0,6558978.0
2025-10-17,11619198.0,6004353.0
2025-10-18,8988593.0,5837200.0
2025-10-19,9614000.0,5636782.0
2025-10-20,11734819.0,5503992.0
2025-10-21,13653419.0,5722599.0
2025-10-22,13271435.0,5356591.0
2025-10-23,12123890.0,5254278.0
2025-10-24,11428899.0,5249122.0
2025-10-25,7414573.0,5515552.0
2025-10-26,8997723.0,5271732.0
2025-10-27,12468640.0,5557020.0
2025-10-28,14205895.0,5893258.0
2025-10-29,14796962.0,5965308.0
2025-10-30,14205283.0,6341072.0
2025-10-31,12671402.0,6440152.0
2025-11-01,10276290.0,7346650.0
2025-11-02,10278035.0,7379263.0
2025-11-03,14079709.0,7330291.0
2025-11-04,16019910.0,7364577.0
2025-11-05,16670797.0,8186007.0
2025-11-06,15588807.0,7730273.0
2025-11-07,13767900.0,7664014.0
2025-11-08,11671056.0,7787359.0
2025-11-09,11197279.0,7743963.0
2025-11-10,14499328.0,7982310.0
2025-11-11,16162538.0,7415767.0
2025-11-12,16163472.0,7874529.0
2025-11-13,14727255.0,6771906.0
2025-11-14,11478121.0,7013820.0
2025-11-15,8585624.0,6261226.0
2025-11-16,9222352.0,6860462.0
2025-11-17,10733705.0,5977528.0
2025-11-18,13057425.0,5838508.0
2025-11-19,12742194.0,5939738.0
2025-11-20,11085423.0,5880990.0
2025-11-21,7917419.0,5054848.0
2025-11-22,6096188.0,5215595.0
2025-11-23,6871334.0,4881921.0
2025-11-24,10343313.0,5373274.0
2025-11-25,12382060.0,5382746.0
2025-11-26,12579980.0,5435513.0
2025-11-27,11491828.0,5502479.0
2025-11-28,9727562.0,5793170.0
2025-11-29,8056874.0,5911144.0
2025-11-30,8340969.0,6535303.0
2025-12-01,12092781.0,7200247.0
2025-12-02,14623858.0,6401327.0
2025-12-03,14726116.0,7160515.0
2025-12-04,13177665.0,7255211.0
2025-12-05,11449813.0,7676488.0
2025-12-06,8716967.0,7347857.0
2025-12-07,9326119.0,7646136.0
2025-12-08,13660696.0,7384543.0
2025-12-09,14534224.0,7861189.0
2025-12-10,14156392.0,7588997.0
2025-12-11,13457341.0,7373014.0
2025-12-12,11549104.0,7355788.0
2025-12-13,7936690.0,6962568.0
2025-12-14,7865842.0,6339459.0
2025-12-15,10387862.0,6740494.0
2025-12-16,12018125.0,6401812.0
2025-12-17,12505253.0,6030474.0
2025-12-18,11250952.0,6151442.0
2025-12-19,8827414.0,6028016.0
2025-12-20,6040378.0,5176703.0
2025-12-21,6106269.0,5154088.0
2025-12-22,8600986.0,5783628.0
2025-12-23,9457337.0,5726053.0
2025-12-24,10584821.0,5110565.0
2025-12-25,9593119.0,5058944.0
2025-12-26,7207870.0,5348923.0
2025-12-27,5632671.0,5558383.0
2025-12-28,5819438.0,5433723.0
2025-12-29,9087014.0,6144412.0
2025-12-30,12690936.0,5992561.0
2025-12-31,13152372.0,6260268.0
2026-01-01,11713335.0,7020294.0
2026-01-02,10291275.0,6775588.0
2026-01-03,8178811.0,7173864.0
2026-01-04,8476815.0,7569391.0
2026-01-05,10406585.0,7772745.0
2026-01-06,13074899.0,7532281.0
2026-01-07,13818882.0,7703302.0
2026-01-08,12275851.0,7448799.0
2026-01-09,10699143.0,8176394.0
2026-01-10,8579005.0,7754200.0
2026-01-11,7964740.0,7090485.0
2026-01-12,10231907.0,7245949.0
2026-01-13,13181301.0,7250578.0
2026-01-14,12094807.0,6949429.0
2026-01-15,10116292.0,7110526.0
2026-01-16,8325065.0,6727027.0
2026-01-17,5435242.0,5914906.0
2026-01-18,5069484.0,5829210.0
2026-01-19,8213752.0,5278005.0
2026-01-20,9179394.0,5579223.0
2026-01-21,9225730.0,5433718.0
2026-01-22,7987421.0,6130487.0
2026-01-23,6157333.0,5329670.0
2026-01-24,3198433.0,4704107.0
2026-01-25,4192207.0,5211531.0
2026-01-26,7100412.0,5573898.0
2026-01-27,10481535.0,5331013.0
2026-01-28,9500560.0,5648780.0
2026-01-29,9439811.0,6025371.0
2026-01-30,6984647.0,6479158.0
2026-01-31,4937479.0,6573783.0
2026-02-01,5773157.0,6478693.0
2026-02-02,9217416.0,7216849.0
2026-02-03,11606729.0,7033414.0
2026-02-04,11903283.0,7230870.0
2026-02-05,10338605.0,7114882.0
2026-02-06,8529489.0,7397582.0
2026-02-07,6420952.0,7885599.0
2026-02-08,6999647.0,7211124.0
2026-02-09,10316285.0,7630828.0
2026-02-10,11657744.0,7774532.0
2026-02-11,12264650.0,7308324.0
2026-02-12,10801945.0,7316669.0
2026-02-13,7757074.0,6701474.0
2026-02-14,4371475.0,7198689.0
2026-02-15,4675889.0,6892090.0
2026-02-16,7199357.0,6385981.0
2026-02-17,9838738.0,5550174.0
2026-02-18,8959582.0,5542176.0
2026-02-19,8493608.0,5955478.0
2026-02-20,6044645.0,6018324.0
2026-02-21,4017887.0,5477396.0
2026-02-22,3808157.0,5693638.0
2026-02-23,6409334.0,5118069.0
2026-02-24,8265750.0,5275267.0
2026-02-25,8573929.0,5413502.0
2026-02-26,7566871.0,5667122.0
2026-02-27,5179217.0,5249175.0
2026-02-28,3099119.0,6191142.0
2026-03-01,5454614.0,7142226.0
2026-03-02,7497092.0,6635924.0
2026-03-03,10518575.0,6788703.0
2026-03-04,10778952.0,7485830.0
2026-03-05,10474589.0,7332484.0
2026-03-06,9097675.0,6922138.0
2026-03-07,6363793.0,7932642.0
2026-03-08,7171880.0,7743099.0
2026-03-09,8816903.0,7509186.0
2026-03-10,11656310.0,8193248.0
2026-03-11,11211608.0,7463128.0
2026-03-12,10262823.0,7018702.0
2026-03-13,7687509.0,7066858.0
2026-03-14,3856206.0,6493585.0
2026-03-15,4653586.0,6333262.0
2026-03-16,7690803.0,6431240.0
2026-03-17,9926307.0,5910438.0
2026-03-18,9582084.0,5720672.0
2026-03-19,8151375.0,6163150.0
2026-03-20,5143466.0,5762282.0
2026-03-21,3801215.0,5629259.0
2026-03-22,4388313.0,5478087.0
2026-03-23,6375400.0,5445658.0
2026-03-24,7925260.0,5769058.0
2026-03-25,7973529.0,5407293.0
2026-03-26,7982821.0,6096847.0
2026-03-27,7019493.0,5422397.0
2026-03-28,3757720.0,5832431.0
2026-03-29,4747878.0,5721483.0
2026-03-30,7665898.0,6273483.0
2026-03-31,9086979.0,6778918.0
2026-04-01,10417484.0,7180837.0
2026-04-02,8260960.0,6781546.0
2026-04-03,7104787.0,7196897.0
2026-04-04,5265559.0,7272899.0
2026-04-05,6126838.0,7307198.0
2026-04-06,9047652.0,7276573.0
2026-04-07,11117037.0,7708266.0
2026-04-08,10631588.0,7176802.0
2026-04-09,9009246.0,7685343.0
2026-04-10,7481952.0,7565500.0
2026-04-11,4638696.0,7224131.0
2026-04-12,4840240.0,6941460.0
2026-04-13,7704743.0,6621220.0
2026-04-14,9633905.0,7367004.0
2026-04-15,9166804.0,6159183.0
2026-04-16,7851844.0,6782642.0
2026-04-17,5195508.0,6256747.0
2026-04-18,3277301.0,5746758.0
2026-04-19,3697061.0,5315344.0
2026-04-20,7469149.0,5817136.0
2026-04-21,7568995.0,5907307.0
2026-04-22,8289299.0,5039235.0
2026-04-23,7710477.0,5210774.0
2026-04-24,5382052.0,5647570.0
2026-04-25,3050706.0,5513892.0
2026-04-26,4856064.0,6140181.0
2026-04-27,7007822.0,5536774.0
2026-04-28,8788134.0,6071630.0
2026-04-29,9486704.0,5759784.0
2026-04-30,9420053.0,7005382.0
2026-05-01,8044221.0,6526360.0
2026-05-02,5002202.0,6318155.0
2026-05-03,5815193.0,7157576.0
2026-05-04,9807570.0,7338833.0
2026-05-05,11819897.0,8103449.0
2026-05-06,11647434.0,7531741.0
2026-05-07,11169552.0,7686274.0
2026-05-08,9152813.0,7874453.0
2026-05-09,5707133.0,8128061.0
2026-05-10,6617003.0,7540246.0
2026-05-11,9878627.0,7733300.0
2026-05-12,11006850.0,7400157.0
2026-05-13,10628748.0,6947642.0
2026-05-14,9673177.0,6828872.0
2026-05-15,7553926.0,6570377.0
2026-05-16,5191242.0,6040524.0
2026-05-17,3487315.0,6440802.0
2026-05-18,8402530.0,5440278.0
2026-05-19,8347087.0,6013818.0
2026-05-20,9363572.0,5790713.0
2026-05-21,8027513.0,5360496.0
2026-05-22,5672182.0,5089809.0
2026-05-23,3016613.0,5232470.0
2026-05-24,2836397.0,5473915.0
2026-05-25,6668726.0,5636075.0
2026-05-26,8325666.0,5626269.0
2026-05-27,8585352.0,6005458.0
2026-05-28,10316591.0,5741712.0
2026-05-29,7628887.0,6205435.0
2026-05-30,6127215.0,5906111.0
2026-05-31,5977790.0,6852473.0
2026-06-01,10187999.0,6791415.0
2026-06-02,12315867.0,6855872.0
2026-06-03,13104245.0,7543768.0
2026-06-04,11446928.0,7588120.0
2026-06-05,8922229.0,6683859.0
2026-06-06,6878558.0,7645352.0
2026-06-07,6285677.0,7253560.0
2026-06-08,9603413.0,8016419.0
2026-06-09,12099384.0,8398902.0
2026-06-10,11913251.0,7403655.0
2026-06-11,10814245.0,7443830.0
2026-06-12,8590529.0,7169421.0
2026-06-13,6743988.0,7141756.0
2026-06-14,6655957.0,6998970.0
2026-06-15,8520072.0,6947933.0
2026-06-16,10533126.0,6019105.0
2026-06-17,9579825.0,6548188.0
2026-06-18,8330570.0,5576510.0
2026-06-19,6514553.0,5745594.0
2026-06-20,2792290.0,5851961.0
2026-06-21,3458583.0,5602371.0
2026-06-22,5827210.0,5037870.0
2026-06-23,8434365.0,5089821.0
2026-06-24,9371791.0,5193383.0
2026-06-25,6955869.0,5397806.0
2026-06-26,5443372.0,5884279.0
2026-06-27,3196031.0,5320274.0
2026-06-28,4000557.0,6048953.0
2026-06-29,7259464.0,6318054.0
2026-06-30,10822880.0,6544101.0
2026-07-01,12577230.0,6885354.0
2026-07-02,10748222.0,7436040.0
2026-07-03,8389393.0,7341648.0
2026-07-04,7102367.0,7637750.0
2026-07-05,7399392.0,7697842.0
2026-07-06,11151190.0,8171321.0
2026-07-07,12801608.0,7120126.0
2026-07-08,13577363.0,8081054.0
2026-07-09,12633437.0,7573871.0
2026-07-10,9967852.0,7474999.0
2026-07-11,7551002.0,7130614.0
2026-07-12,6832389.0,6684123.0
2026-07-13,10174209.0,6921944.0
2026-07-14,11231978.0,6599417.0
2026-07-15,11974031.0,6710027.0
2026-07-16,10049227.0,5873653.0
2026-07-17,8030517.0,6506181.0
2026-07-18,5188836.0,5937545.0
2026-07-19,4577869.0,5588096.0
2026-07-20,7471603.0,5291561.0
2026-07-21,9062688.0,5152249.0
2026-07-22,10086358.0,4980416.0
2026-07-23,9136574.0,5137090.0
2026-07-24,6347264.0,5333898.0
2026-07-25,3724652.0,5359948.0
2026-07-26,5235663.0,5115847.0
2026-07-27,7300718.0,5628069.0
2026-07-28,11151635.0,5640987.0
